TYPE	NUMBER	KEYWORD	ORGANIC	URL	TITLE	DESCRIPTION	PAGE	FLAG_HACKED	FLAG_HARMFUL	STAT_RESULTCOUNT
result	180	statistics	organic	http://english.mofcom.gov.cn/article/statistic/	Statistics - Ministry of Commerce of the People's Republic of China	Brief Statistics on China's Contracted Projects Overseas in January 201823/02/2018 09:11:58; Brief Statistics on China's Overseas Labor Service Cooperation in January 201823/02/2018 09:10:43; Investment and Cooperation Situation about Countries along Belt and Road in January 201823/02/2018 09:08:46 ...	2	0	0	1430000000
result	181	statistics	organic	http://www.kansascity.com/sports/spt-columns-blogs/for-petes-sake/article204843454.html	Here are five in-depth statistics about new Chiefs receiver Sammy ...	21 hours ago - Five crazy statistics about Chiefs receiver Sammy Watkins.	2	0	0	1430000000
result	182	statistics	organic	https://www.dshs.texas.gov/chs/	DSHS Center for Health Statistics	Feb 15, 2018 - The Portal for Comprehensive Health Data in Texas. The DSHS Center for Health Statistics was established to provide a convenient access point for health-related data for Texas. Our objective is to be a source of information for assessment of community health and for public health planning. Our data are ...	2	0	0	1430000000
result	183	statistics	organic	http://www.intlpress.com/SII/	Statistics and Its Interface - International Press of Boston	Feb 5, 2018 - Aims and Scope. Exploring the interface between the field of statistics and other disciplines, including but not limited to: biomedical sciences, geosciences, computer sciences, engineering, and social and behavioral sciences. Publishes high-quality articles in broad areas of statistical science, emphasizing ...	2	0	0	1430000000
result	184	statistics	organic	http://www.pacer.org/bullying/resources/stats.asp	Bullying Statistics - National Bullying Prevention Center - PACER Center	Dec 27, 2017 - Almost one out of every four students (22%) report being bullied during the school year (National Center for Educational Statistics, 2015). Rates of bullying vary across studies (from 9% to 98%). A meta-analysis of 80 studies analyzing bullying involvement rates (for both bullying others and being bullied) for ...	2	0	0	1430000000
result	185	statistics	organic	http://payment.isi2017.org/	61st World Statistics Congress – Payment	We are immensely pleased to invite you to attend the 61st ISI World Statistics Congress (WSC) to be held in Marrakech, Morocco from 16 to 21 July 2017.The biennial WSC is the flagship conference of the International Statistical Institute (ISI) and its seven associations. It brings together eminent statisticians and members of ...	2	0	0	1430000000
result	186	statistics	organic	https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics	CODIS - NDIS Statistics — FBI	The National DNA Index System's statistical information—including profiles (offender, arrestee, and forensic), participating labs, and investigations aided—is broken down by state and other NDIS participants.	2	0	0	1430000000
result	187	statistics	organic	http://www.stats.oclc.org/	OCLC Statistics - Sign In	... different web browser to continue. Note to FirstSearch users: Enter your FirstSearch authorization and Administrative or Statistics password. Authorization: Password: Sign In. PSWeb Reports Comments Exit. OCLC® Usage Statistics | Copyright © 2018 OCLC as to electronic presentation and platform. All Rights Reserved.	2	0	0	1430000000
result	188	statistics	organic	http://www.pstat.ucsb.edu/	Department of Statistics and Applied Probability - UC Santa Barbara	About. Our department is a diverse community engaged in areas of education and research including Actuarial Science, Financial Mathematics, Theoretical Statistics, Applied Probability, and Biostatistics; this research spans a wide range of interdisciplinary fields including environmental science, computer science, and ...	2	0	0	1430000000
result	189	statistics	organic	http://www.imf.org/en/Data	IMF Data	The IMF publishes a range of time series data on IMF lending, exchange rates and other economic and financial indicators. Manuals, guides, and other material on statistical practices at the IMF, in member countries, and of the statistical community at large are also available.	2	0	0	1430000000
result	190	statistics	organic	http://www.cboe.com/data/current-market-statistics/cboe-daily-market-statistics	Cboe Daily Market Statistics	The Cboe Market Statistics Summary Data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim, demand or cause for action. The information and data was ...	2	0	0	1430000000
result	191	statistics	organic	http://www.stat.colostate.edu/	Statistics Homepage	Statistics: Statistics Building Fort Collins, Colorado, nestled against the foothills of the beautiful Rocky Mountains, is home to Colorado State University's Department of Statistics. Our department has grown substantially since its inception in 1970 and enjoys an international reputation. All of our faculty are active in research ...	2	0	0	1430000000
result	192	statistics	organic	http://www.breastcancer.org/symptoms/understand_bc/statistics	U.S. Breast Cancer Statistics | Breastcancer.org	Jan 9, 2018 - Read common U.S. Breast Cancer statistics today. Breastcancer.org shares important stats with you for free.	2	0	0	1430000000
result	193	statistics	organic	https://www.dhs.gov/immigration-statistics	Immigration Data & Statistics | Homeland Security	Since the passage of the Homeland Security Act of 2002, the Office of Immigration Statistics (OIS) has responsibility to carry out two statutory requirements: 1) to collect and disseminate to Congress and the public data and information useful in evaluating the social, economic, environmental, and demographic impact of ...	2	0	0	1430000000
result	194	statistics	organic	https://www.omim.org/statistics/geneMap	Phenotype-Gene Statistics - OMIM	No information is available for this page.Learn why	2	0	0	1430000000
result	195	statistics	organic	https://www.jud.ct.gov/statistics/	Statistics - CT Judicial Branch	Glossary of Terms. Note on Table Creation: The information in the tables comes from databases that are always being updated. As a result, the tables only show the information that was in the databases on the day they were created. Information in the databases can change because cases that were disposed at the time the ...	2	0	0	1430000000
result	196	statistics	organic	http://www.pabarexam.org/bar_exam_information/bestats.htm	Bar Exam Statistics - The Pennsylvania Board of Law Examiners	PA Bar Exam Statistics. All files are in PDF format. Click the icon below to download a free copy of Adobe Acrobat Reader if necessary. Get Adobe Reader. February. July. 2017 · 2017 · 2016 · 2016 · 2015 · 2015 · 2014 · 2014 · 2013 · 2013 · 2012 · 2012 · 2011 · 2011 · 2010 · 2010 · 2009 · 2009 · 2008 · 2008 · 2007 · 2007.	2	0	0	1430000000
result	197	statistics	organic	https://www.amazon.com/Statistics-4th-David-Freedman/dp/0393929728	Statistics, 4th Edition: 9780393929720: Medicine & Health Science ...	Statistics, 4th Edition: 9780393929720: Medicine & Health Science Books @ Amazon.com.	2	0	0	1430000000
result	198	statistics	organic	https://www.dea.gov/resource-center/statistics.shtml	DEA.gov / Statistics & Facts	Career Opportunities at DEA, Careers, Administrative and Support.	2	0	0	1430000000
result	199	statistics	organic	http://www.physics.csbsju.edu/stats/	Statistics to use	Statistics to use. Index of on-line calculators. Graphical Displays. Display of Statistics · Display of Distributions · on-line plotting · Mean, Standard Deviation, etc · Student's t-Tests · Kolmogorov-Smirnov test · chi-square distribution test · contingency tables · Fisher Exact Test · ANOVA: ANalysis Of VAriance between groups ...	2	0	0	1430000000
result	200	statistics	organic	https://statistics.laerd.com/	Laerd Statistics: SPSS Statistics Tutorials and Statistical Guides	Perfect for statistics courses, dissertations/theses, and research projects. Our Statistical Test Selector helps you to select the correct statistical tests to analyse your data, before our step-by-step SPSS Statistics guides show you how to carry out these statistical tests using SPSS Statistics, as well as interpret and write up your ...	2	0	0	1430000000
result	201	statistics	organic	http://www1.nyc.gov/site/nypd/stats/crime-statistics/crime-statistics-landing.page	Crime Statistics - NYPD - NYC.gov	The NYPD maintains statistical data which is used as a management tool in reducing crime, improving procedures and training, and providing transparency to the public and government oversight agencies. In 1994, Police Commissioner William Bratton implemented CompStat, which through management, statistics, and ...	3	0	0	1430000000
result	202	statistics	organic	https://www.cancer.gov/about-cancer/understanding/statistics	Cancer Statistics - National Cancer Institute	Mar 22, 2017 - Cancer has a major impact on society in the United States and across the world. Cancer statistics describe what happens in large groups of people and provide a picture in time of the burden of cancer on society. Statistics tell us things such as how many people are diagnosed with and die from cancer each ...	3	0	0	1430000000
result	203	statistics	organic	https://stat.uiowa.edu/	Department of Statistics and Actuarial Science - The University of Iowa	Non-Tenure-Track Statistics Positions Starting Fall 2018. We invite applications for one or more non-tenure- track faculty positions on a one-year appointment to teach statistics during the 2018-19 academic year. The University of Iowa. Department of Statistics & Actuarial Science 241 Schaeffer Hall Iowa City, Iowa 52242- ...	3	0	0	1430000000
result	204	statistics	organic	https://www.nhtsa.gov/research-data/national-center-statistics-and-analysis-ncsa	National Center for Statistics and Analysis (NCSA) | NHTSA	The National Center for Statistics and Analysis (NCSA), an office of the National Highway Traffic Safety Administration (NHTSA), is responsible for providing a wide range of analytical and statistical support to NHTSA and the highway safety community at large, in the general areas of: Human, vehicle, environmental, and ...	3	0	0	1430000000
result	205	statistics	organic	https://www.statisticsdonewrong.com/	Welcome — Statistics Done Wrong	Statistics Done Wrong is a guide to the most popular statistical errors and slip-ups committed by scientists every day, in the lab and in peer-reviewed journals. Many of the errors are prevalent in vast swaths of the published literature, casting doubt on the findings of thousands of papers. Statistics Done Wrong assumes no ...	3	0	0	1430000000
result	206	statistics	organic	https://www.justice.gov/pardon/clemency-statistics	Clemency Statistics | PARDON | Department of Justice	Fiscal Year, Petitions Pending, Petitions Received, Petitions Granted, Petitions Denied, Closed Without Presidential Action. Pardon, Commutation, Respite, Remission. 1902, 50, 738, 92, 36, 0, 6, 181, 366. 1903, 107, 543, 70, 57, 0, 7, 131, 316. 1904, 69, 585, 87, 62, 2, 11, 122, 278. 1905, 90, 574, 109, 52, 0, 4, 119, 278.	3	0	0	1430000000
result	207	statistics	organic	https://www.sas.com/en_us/insights/analytics/statistical-analysis.html	Statistical Analysis - What is it? | SAS	Statistical analysis isn't just for sports geeks and political pollsters. Learn how statistics effect your world.	3	0	0	1430000000
result	208	statistics	organic	https://www.donatelife.net/statistics/	Organ, Eye and Tissue Donation Statistics - Donate Life America	Organ, Eye and Tissue Donation Statistics. Although there have been advances in medical technology, the demand for organ, eye and tissue donation still vastly exceeds the number of donors.	3	0	0	1430000000
result	209	statistics	organic	https://community.canvaslms.com/docs/DOC-12967	How do I view Course Statistics? | Canvas Community	Oct 7, 2017 - Course Statistics give you a glimpse into which Assignments, Discussions, and Quizzes are engaging students and what might be improved in the future. It will also help you to detect which students are not participating to the fullest or have started to fall behind the rest of the class.	3	0	0	1430000000
result	210	statistics	organic	http://healthandwelfare.idaho.gov/Health/HealthStatistics/tabid/102/Default.aspx	Statistics - Idaho Department of Health and Welfare - State of Idaho	The Health Statistics Unit within the Idaho Bureau of Vital Records and Health Statistics collects, analyzes and reports information from data systems such as Vital Statistics, the Behavioral Risk Factor Surveillance System and the Pregnancy Risk Assessment Tracking System. Each of these data systems can provide ...	3	0	0	1430000000
result	211	statistics	organic	http://www.oica.net/category/production-statistics/2016-statistics/	2016 Statistics | OICA	2016 Production. World Motor Vehicle Production. pdf / xls by manufacturer. pdf / xls by country. By country and type. pdf / xls passenger cars. pdf / xls light commercial vehicles. pdf / xls heavy trucks. pdf / xls buses and coaches. By manufacturer, make and country. Anhui Jac · Ashok Leyland · Avtovaz · Baic · BMW.	3	0	0	1430000000
result	212	statistics	organic	https://www.datacamp.com/tracks/learn-statistics-with-r	Learn Statistics - Online Statistics Tutorials | DataCamp	Learn key statistical concepts and techniques like exploratory data analysis, correlation, regression, and inference.	3	0	0	1430000000
result	213	statistics	organic	http://www.aaaai.org/about-aaaai/newsroom/asthma-statistics	Asthma Statistics | AAAAI	Asthma statistics gathered and reviewed by the AAAAI's leading experts.	3	0	0	1430000000
result	214	statistics	organic	https://disabilitycompendium.org/	Annual Disability Statistics Compendium: Homepage	The Annual Disability Statistics Compendium is a web-based tool that pools disability statistics published by various federal agencies together in one place. When working on legislative and other matters relating to persons with disabilities, the Compendium will make finding and using disability statistics easier.	3	0	0	1430000000
result	215	statistics	organic	https://www.americanbar.org/groups/legal_education/resources/statistics.html	Statistics | Section of Legal Education and Admissions to the Bar	Statistics Archives. Visit the Statistics Archives page for legal education statistics for previous academic years. American Bar Association, Attorneys, Chicago, IL. For the Public; ABA-Approved Law Schools · Law School Accreditation · Public Education · Public Resources. Resources For; ABA Annual Meeting · ABA Leverage ...	3	0	0	1430000000
result	216	statistics	organic	https://www.esaim-ps.org/	ESAIM: Probability and Statistics (ESAIM: P&S)	PS : ESAIM: Probability and Statistics, publishes original research and survey papers in the area of Probability and Statistics.	3	0	0	1430000000
result	217	statistics	organic	https://www.isi-web.org/	International Statistical Institute	First International Workshop on Poverty Statistics in the SAARC Region. The Workshop, organized by the National Statistical Institute of Nepal in cooperation with the ISI and with the support of the World Bank Trust Fund for Statistical Capacity Building, took place on 11-14 December 2017. More>> ...	3	0	0	1430000000
result	218	statistics	organic	http://www.shadowstats.com/	Shadow Government Statistics - Home Page	"John Williams' Shadow Government Statistics" is an electronic newsletter service that exposes and analyzes flaws in current U.S. government economic data and reporting, as well as in certain private-sector numbers, and provides an assessment of underlying economic and financial conditions, net of financial-market and ...	3	0	0	1430000000
result	219	statistics	organic	https://amc-reg.maa.org/reports/generalreports.aspx	AMC Statistics	AMC Historical Statistics. Please use the drop down menu below to find the public statistical data available from the AMC Contests. Note: We are in the process of changing systems and only recent years are available on this page at this time. Additional archived statistics will be added later.	3	0	0	1430000000
result	220	statistics	organic	http://www.neworleanssaints.com/team/statistics.html	New Orleans Saints | Team Statistics	Team Statistics. New Orleans Saints, Opponents. TOTAL FIRST DOWNS, 332, 308. FIRST DOWNS (RUSHING-PASSING-BY-PENALTY), 111-201-20, 92-172-44. THIRD DOWN CONVERSIONS, 73/194, 87/212. FOURTH DOWN CONVERSIONS, 12/15, 4/12. TOTAL OFFENSIVE YARDS, 6,259, 5,384. OFFENSE ...	3	0	0	1430000000
result	221	statistics	organic	https://www.unece.org/stats/gender.html	Gender statistics - unece	Gender statistics are needed to measure and monitor the realities of the lives of women and men, and of girls and boys. A broad diversity of topics and issues is covered under the heading of gender statistics, reflecting the changing roles of women and men in society, in the economy and in families and households. Gender ...	3	0	0	1430000000
result	222	statistics	organic	http://www.diabetes.org/diabetes-basics/statistics/	Statistics About Diabetes: American Diabetes Association®	Jul 19, 2017 - The numbers associated with diabetes make a strong case for devoting more resources to finding a cure.	3	0	0	1430000000
result	223	statistics	organic	https://www.discoveringstatistics.com/	Discovering Statistics – The adventure begins …	Welcome to Discovering Statistics. This website brings together many of my free resources to help you to get to grips with statistics. These include handouts, tutorials, extracts from my books, videos and blogs. It's an adventure in statistics.	3	0	0	1430000000
result	224	statistics	organic	http://achahockey.org/statistics/1682-ACHA-Mens?type=standings&level=league&id=1800&sport=1&league_id=1800	ACHA Mens Stats	Skip to main content. Menu. HOME; DIVISIONS. Men's D1 · Schedule · Scoreboard · Team Records · League Standings · Rankings · Scoring Leaders · Goalie Leaders · Contact Info · Awards · Men's D2 · Schedule · Scoreboard · Team Records · Rankings · Scoring Leaders · Goalie Leaders · Regionals · Contact Info · Open ...	3	0	0	1430000000
result	225	statistics	organic	https://octave.sourceforge.io/statistics/index.html	The 'statistics' Package - Octave-Forge	Octave-Forge is a collection of packages providing extra functionality for GNU Octave.	3	0	0	1430000000
result	226	statistics	organic	https://www.cpsc.gov/Research--Statistics/Injury-Statistics	Injury Statistics | CPSC.gov	ATV and ROVs View all reports and statistics. 12/26/2017, 2016 Annual Report of ATV-Related Deaths and Injuries. 01/23/2017, 2015 Annual Report of ATV-Related Deaths and Injuries. 01/29/2016, 2014 Annual Report of ATV-Related Deaths and Injuries. 02/27/2015, 2013 Annual Report of ATV-Related Deaths and ...	3	0	0	1430000000
result	227	statistics	organic	http://www.clevelandbrowns.com/team/statistics.html	Cleveland Browns | Statistics	Team Statistics. Cleveland Browns, Opponents. TOTAL FIRST DOWNS, 290, 315. FIRST DOWNS (RUSHING-PASSING-BY-PENALTY), 97-157-36, 95-189-31. THIRD DOWN CONVERSIONS, 73/216, 91/224. FOURTH DOWN CONVERSIONS, 12/23, 5/10. TOTAL OFFENSIVE YARDS, 4,942, 5,250. OFFENSE ...	3	0	0	1430000000
result	228	statistics	organic	https://www.uspto.gov/patents-application-process/patent-trial-and-appeal-board/statistics	Statistics | USPTO - United States Patent and Trademark Office	Jan 18, 2018 - Periodic summaries of data concerning proceedings before the Patent Trial and Appeal Board, including dispositions, pendency, inventory, and other tracking measures.	3	0	0	1430000000
result	229	statistics	organic	https://www.senate.gov/reference/stats_and_lists.htm	U.S. Senate: Statistics and Lists	Senators' Papers. The U.S. Senate Historical Office has published the Guide to Research Collections of Former United States Senators, 1789-1995, which lists where the papers of former senators are located, and provides general descriptions of the content of the collections. Senate Logo ...	3	0	0	1430000000
result	230	statistics	organic	https://openstax.org/details/introductory-statistics	Introductory Statistics - OpenStax	Sep 28, 2016 - Introductory Statistics is a peer-reviewed, free, open textbook that covers standard scope and sequence. Access the text, authors, and resources here.	3	0	0	1430000000
result	231	statistics	organic	http://www.raiders.com/team/statistics.html	Oakland Raiders | Statistics	Team Statistics. Oakland Raiders, Opponents. TOTAL FIRST DOWNS, 287, 304. FIRST DOWNS (RUSHING-PASSING-BY-PENALTY), 78-178-31, 93-187-24. THIRD DOWN CONVERSIONS, 82/204, 88/215. FOURTH DOWN CONVERSIONS, 8/24, 7/10. TOTAL OFFENSIVE YARDS, 5,185, 5,601. OFFENSE ...	3	0	0	1430000000
result	232	statistics	organic	https://www.smu.edu/Dedman/Academics/Departments/Statistics	Statistical Science - Dedman College - SMU	Statistical Science. STATISTICIAN. NEW Ph.D. PROGRAM IN BIOSTATISTICS! SMU and the University of Texas Southwestern Medical Center at Dallas are partnering to offer a new Ph.D. in Biostatistics. Click here.	3	0	0	1430000000
result	233	statistics	organic	http://www.revenue.state.il.us/AboutIdor/TaxStats/	Tax Statistics - Illinois Department of Revenue	Local Government Statistics. Payments (total payments made to municipalities & counties for FY) 2004 | 2003 | 2002 | 2001 | 2000 · Monthly Disbursements to local governments · Replacement Taxes by county · Estimate for Replacement Tax · Other Local Government Statistics ...	3	0	0	1430000000
result	234	statistics	organic	https://www.brookings.edu/multi-chapter-report/vital-statistics-on-congress/	Vital Statistics on Congress - Brookings Institution	Vital Statistics on Congress is a collection of impartial data on the U.S. Congress. It includes more than 90 tables of data related to Congress' members and activities, many of which date back nearly 100 years. All tables are available for download.	3	0	0	1430000000
result	235	statistics	organic	http://elections.wi.gov/elections-voting/statistics	Elections & Voting Statistics | Wisconsin Elections Commission	Statistics on statewide voter registration prior to the 2008 presidential election are not available. It was not until recent years that Wisconsin developed its Statewide Voter Registration System, now known as WisVote. Prior to implementation of SVRS in 2006, not all municipalities were required to maintain voter registration ...	3	0	0	1430000000
result	236	statistics	organic	https://www.appic.org/Match/Match-Statistics	Match Statistics - APPIC	Association of Psychology Postdoctoral and Internship Centers, Postdoc Interns, Psychology Internships, Psych Internship Matching - APPIC.	3	0	0	1430000000
result	237	statistics	organic	https://www.mscs.dal.ca/	Department of Mathematics and Statistics - Dalhousie University	The Dalhousie University Department of Mathematics and Statistics provides excellent undergraduate programs, as well as advanced instruction at the graduate and research levels.	3	0	0	1430000000
result	238	statistics	organic	https://www.hhs.gov/fitness/resource-center/facts-and-statistics/index.html	Facts & Statistics | HHS.gov	Find useful tips and answers to your questions about diet and exercise.	3	0	0	1430000000
result	239	statistics	organic	https://www.openintro.org/stat/textbook.php?stat_book=os	OpenIntro Statistics, 3rd Edition	OpenIntro Statistics 3rd Edition. 2015, 436 pages. Extra Content. Probability Tables. Archive. Students, thank your teacher for using a free textbook! Ensure every student can access the course textbook. OpenIntro Statistics availability: FREE Download · $24.99 FULL COLOR hardcover, Amazon · $14.99 B&W paperback, ...	3	0	0	1430000000
result	240	statistics	organic	http://www.calbar.ca.gov/Admissions/Law-School-Regulation/Exam-Statistics	Exam Statistics - State Bar of California	Exam Statistics.	3	0	0	1430000000
result	241	statistics	organic	https://www.gobrockport.com/cumestats.aspx?path=baseball&	Brockport Golden Eagles - 2018 Baseball Cumulative Statistics	Player, avg, gp-gs, ab, r, h, 2b, 3b, hr, rbi, tb, slg%, bb, hbp, so, gdp, ob%, sf, sh, sb, sba, po, a, e, fld%. 13, LaRosa, Justin .500, 2-0, 2, 1, 1, 0, 0, 0, 1, 1 .500, 0, 0, 0, 0 .500, 0, 0, 0, 1, 0, 0, 0 .000. 12, DeBlasiis, Drew .455, 4-4, 11, 1, 5, 0, 1, 0, 1, 7 .636, 1, 0, 0, 0 .500, 0, 0, 0, 0, 4, 1, 0, 1.000. 24, Eaton, Anthony .333, 5-5, 15, 3, 5 ...	3	0	0	1430000000
result	242	statistics	organic	https://cancerstatisticscenter.cancer.org/	Cancer Statistics Center - American Cancer Society	Explore, interact with, and share cancer statistics. The website provides detailed statistics on a range of topics including estimated new cancer cases and deaths by sex, state, and cancer type in the current year.	3	0	0	1430000000
result	243	statistics	organic	https://projecteuclid.org/euclid.ss/1009213726	Breiman : Statistical Modeling: The Two Cultures (with comments and ...	There are two cultures in the use of statistical modeling to reach conclusions from data. One assumes that the data are generated by a given stochastic data model. The other uses algorithmic models and treats the data mechanism as unknown. The statistical community has been committed to the almost exclusive use of ...	3	0	0	1430000000
result	244	statistics	organic	http://www.kdheks.gov/vital/	Kansas Department of Health and Environment: Office of Vital Statistics	vital records,Certificate,Kansas,health,vital statistics,Requests,KDHE,life insurance benefits.	3	0	0	1430000000
result	245	statistics	organic	https://stat.duke.edu/	Statistical Science	The Department of Statistical Science is nationally ranked in the top 5 research departments and as a top 10 graduate program. Recognized as the world's leading center for Bayesian statistics and its interdisciplinary applications, the Department is a Duke campus hub for statistical and computational research.	3	0	0	1430000000
result	246	statistics	organic	https://ngcproject.org/statistics	Statistics | National Girls Collaborative Project	State of Girls and Women in STEM. This NGCP resource presents the most compelling statistics for girls and women in STEM. Statistics include information on K-12 Education, Higher Education, and Workforce and will be updated on a regular basis. K-12 Education. Female students' achievement in mathematics and ...	3	0	0	1430000000
result	247	statistics	organic	http://www.minitab.com/products/minitab/	Minitab Statistical Software - Minitab	Guidance that leads you to the answer. You don't have to be a statistics expert to get the insight you need from your data. Minitab's Assistant walks you through every step of your analysis and even helps you interpret your results. Meet the Assistant ...	3	0	0	1430000000
result	248	statistics	organic	http://www.azcardinals.com/gameday/statistics.html	azcardinals.com | Statistics	Team Statistics. Arizona Cardinals, Opponents. TOTAL FIRST DOWNS, 310, 283. FIRST DOWNS (RUSHING-PASSING-BY-PENALTY), 66-200-44, 68-187-28. THIRD DOWN CONVERSIONS, 82/233, 80/224. FOURTH DOWN CONVERSIONS, 7/16, 7/16. TOTAL OFFENSIVE YARDS, 5,026, 4,975. OFFENSE ...	3	0	0	1430000000
result	249	statistics	organic	https://www.ibm.com/products/spss-statistics	IBM SPSS Statistics Overview	IBM SPSS Statistics is leading statistical software that helps you quickly and easily find new insights in your data.	3	0	0	1430000000
result	250	statistics	organic	http://dhhs.ne.gov/Pages/stats.aspx	Nebraska DHHS: Statistics & Reports	Nov 6, 2017 - Statistics & Reports. Subscribe to this page. The 2017-2018 DHHS Business Plan details 20 priority initiatives for July 1, 2017 through June 30, 2018. It defines goals, identifies deliverables, and measures progress. It also demonstrates a high level of transparency and accountability in our work to help ...	3	0	0	1430000000
result	251	statistics	organic	https://www.statista.com/	• Statista - The Statistics Portal for Market Data, Market Research and ...	Find statistics, consumer survey results and industry studies from over 22500 sources on over 60000 topics on the internet's leading statistics database.	3	0	0	1430000000
result	252	statistics	organic	https://mn.gov/deed/data/data-tools/oes/	Occupational Employment Statistics (OES) / Minnesota Department of ...	OES is a federal-state cooperative program between the U.S. Bureau of Labor Statistics and state agencies. Surveyed employers are asked about the number of wage and salary workers in detailed occupations and about the wage distribution for those workers. OES survey samples are drawn from the universe of non-farm ...	3	0	0	1430000000
result	253	statistics	organic	https://www.mpaa.org/wp-content/uploads/2017/03/MPAA-Theatrical-Market-Statistics-2016_Final.pdf	Theatrical Market Statistics - Motion Picture Association of America	and exhibition is an important reason the global film industry remains strong. As the 2016 Theatrical Market Statistics Report confirms, yet again, movies continue to play a vital role in our lives and our cultures. Around the world, storytelling – and the movie-going experience that brings great stories to life – is very much alive ...	3	0	0	1430000000
result	254	statistics	organic	https://home.ubalt.edu/ntsbarsh/Business-stat/opre504.htm	Dr. Arsham's Statistics Site	This Web site is a course in statistics appreciation; i.e., acquiring a feeling for the statistical way of thinking. It contains various useful concepts and topics at many levels of learning statistics for decision making under uncertainties. The cardinal objective for this Web site is to increase the extent to which statistical thinking is ...	3	0	0	1430000000
result	255	statistics	organic	http://www.esa.doc.gov/	Economics & Statistics Administration | United States Department of ...	The Economics and Statistics Administration (ESA) releases 12 monthly and quarterly Principal Federal Economic Indicators collected by its constituent bureaus: the U.S. Census Bureau and the Bureau of Economic Analysis (BEA). Businesses rely heavily upon these indicators to make decisions every day. In their public ...	3	0	0	1430000000
result	256	statistics	organic	http://www.worldometers.info/	Worldometers - real time world statistics	Live world statistics on population, government and economics, society and media, environment, food, water, energy and health. Interesting statistics with world population clock, forest loss this year, carbon dioxide co2 emission, world hunger data, energy consumed, and a lot more.	3	0	0	1430000000
result	257	statistics	organic	https://www.newyorker.com/books/page-turner/the-surprising-things-statistics-tell-us-about-fiction	The Surprising Things Statistics Tell Us About Fiction | The New Yorker	Jul 27, 2017 - In high school, writing term papers on the family PC, I'd often turn to Microsoft Word's “readability statistics” feature to make sure I sounded smart enough. With a few clicks, Word assigned my papers a Flesch-Kincaid Grade Level: a number from one to twelve indicating how many years of education the ...	3	0	0	1430000000
result	258	statistics	organic	https://www.frontiersin.org/journals/applied-mathematics-and-statistics	Frontiers in Applied Mathematics and Statistics	Charles K. Chui. Hong Kong Baptist University Kowloon, Hong Kong. Field Chief Editor Frontiers in Applied Mathematics and Statistics. 1,865 views; 140 publications; 28 followers. Follow ...	3	0	0	1430000000
result	259	statistics	organic	http://www.dw.com/en/net-migration-to-germany-sank-by-half-in-2016-statistics-office/a-42950820	Net migration to Germany sank by half in 2016: statistics office | News ...	1 day ago - Some 500000 more people moved to Germany than left in 2016, Germany's statistics office says. The figure is less than half that of the previous year.	3	0	0	1430000000
result	260	statistics	organic	http://statpages.info/	Interactive Statistical Calculation Pages	A large collection of links to interactive web pages that perform statistical calculations.	3	0	0	1430000000
result	261	statistics	organic	https://www.brewersassociation.org/statistics/by-state/	Craft Beer Sales by State - Brewers Association	Craft beer sales by state, breweries per capita, economic impact of craft breweries and other statistics as gathered by the Brewers Association.	3	0	0	1430000000
result	262	statistics	organic	https://www.nerdwallet.com/blog/average-credit-card-debt-household/	American Household Credit Card Debt Statistics: 2017 - NerdWallet	The average household that's carrying credit card debt has a balance of $15654. Households with any kind of debt owe $131431 (including mortgages), on average, the data analysis found. Several major spending categories have also outpaced income growth over the past decade.	3	0	0	1430000000
result	263	statistics	organic	http://racing-reference.info/driver/Justin_Ashburn	Driver Justin Ashburn Career Statistics - Racing-Reference.info	NASCAR Xfinity Series Statistics. Click on the Year to see the standings for that year. Click on the number of Races to see individual races for that year. NASCAR Xfinity Series ...	3	0	0	1430000000
result	264	statistics	organic	https://www.uscgboating.org/library/accident-statistics/Recreational-Boating-Statistics-2016.pdf	2016 Recreational Boating Statistics - USCG Boating Safety	May 22, 2017 - Recreational Boating Statistics 2016, the 58th annual report, contains statistics on recreational boating accidents and state vessel registration. This publication is a result of the coordinated effort of the Coast. Guard and those states and territories that have Federally-approved boat numbering and casualty.	3	0	0	1430000000
result	265	statistics	organic	http://www.real-statistics.com/	Performing Real Statistical Analysis Using Excel	Free tools to enable you to perform statistical analysis using Excel. Overcomes Excel's limitations. Plus a step-by-step guide for key statistical tests.	3	0	0	1430000000
result	266	statistics	organic	http://www.psychstat.missouristate.edu/introbook/sbk00.htm	Introductory Statistics: Concepts, Models, and Applications by David ...	An introductory statistics text for the social sciences.	3	0	0	1430000000
result	267	statistics	organic	https://www.bigcommerce.com/blog/ecommerce-trends/	Ecommerce Trends in 2018 (+147 Statistics About Online Shopping)	Conducting high-level research into who buys what, when and why, with regards to Americans shopping online, can be costly and time-consuming — which is why we've done it for you. BigCommerce has teamed up with retail and payment experts Square to dive deep into the shopping habits, behavior and preferences of ...	3	0	0	1430000000
result	268	statistics	organic	https://helmets.org/stats.htm	Bicycle Helmet Statistics - Helmets.org	All Ages. Highlights of US statistics available from the US Department of Transportation Based on 2015 data. (released in June, 2017 and still the most recent). 818 bicyclists died on US roads in 2015, an increase of 12.2 per cent and the highest number since 1995. (It was 1,003 back in 1975). 45,000 bicyclists were injured ...	3	0	0	1430000000
